Algorithm,Distance_km,Time_ms,Quantum,vs_2Opt_pct
Greedy NN,820.8374073063724,1.8874000015784986,No,1.7
2-Opt,806.8379179562894,0.39290000131586567,No,0.0
3-Opt,806.8379179562894,11.507799998071278,No,0.0
Simulated Annealing,828.5549262107041,386.21080000302754,No,2.7
QAOA Monte Carlo Surrogate,1653.5974990840864,1743.714700001874,No,104.9
Hybrid QAOA + 2-Opt,828.5549262107041,1652.2346999990987,No,2.7
AQP-QAG (Proposed),882.9485649431733,195182.90000000343,Yes,9.4
